0,-1.1607,0,1.2855,0,-0.25412,0
0,-1.1607,0,1.2855,0,-0.25412,0
0.00022985,-1.1609,-0.00038666,1.2853,0.00035013,-0.25354,-0.00015839
0.00068053,-1.1613,-0.00112,1.2849,0.0010233,-0.25245,-0.0004639
0.0013432,-1.1618,-0.0021642,1.2843,0.0019945,-0.25094,-0.00090552
0.0022091,-1.1624,-0.0034871,1.2837,0.0032405,-0.24905,-0.0014726
0.00327,-1.1632,-0.0050599,1.2829,0.0047397,-0.24683,-0.0021548
0.0045178,-1.164,-0.0068568,1.2821,0.0064723,-0.24433,-0.0029422
0.0059446,-1.1648,-0.0088546,1.2812,0.0084197,-0.24158,-0.0038254
0.007543,-1.1657,-0.011032,1.2803,0.010565,-0.23861,-0.0047953
0.0093061,-1.1666,-0.013371,1.2795,0.012892,-0.23545,-0.0058434
0.011227,-1.1676,-0.015855,1.2786,0.015387,-0.23212,-0.0069614
0.0133,-1.1685,-0.018468,1.2777,0.018035,-0.22863,-0.0081418
0.015518,-1.1695,-0.021197,1.2769,0.020825,-0.225,-0.0093772
0.017876,-1.1704,-0.024029,1.2762,0.023745,-0.22125,-0.010661
0.020368,-1.1713,-0.026953,1.2755,0.026784,-0.21738,-0.011986
0.02299,-1.1722,-0.02996,1.2749,0.029932,-0.21341,-0.013348
0.025738,-1.173,-0.033041,1.2743,0.03318,-0.20933,-0.01474
0.028605,-1.1739,-0.036186,1.2738,0.03652,-0.20516,-0.016156
0.031589,-1.1747,-0.03939,1.2734,0.039944,-0.2009,-0.017593
0.034685,-1.1754,-0.042644,1.2731,0.043444,-0.19656,-0.019046
0.037891,-1.1761,-0.045944,1.2729,0.047014,-0.19213,-0.020509
0.041202,-1.1768,-0.049284,1.2727,0.050648,-0.18763,-0.02198
0.044615,-1.1774,-0.052659,1.2727,0.05434,-0.18304,-0.023455
0.048127,-1.178,-0.056064,1.2727,0.058085,-0.17838,-0.02493
0.051736,-1.1786,-0.059495,1.2729,0.061877,-0.17365,-0.026402
0.05544,-1.1791,-0.062949,1.2731,0.065712,-0.16884,-0.027868
0.059235,-1.1795,-0.066423,1.2735,0.069586,-0.16395,-0.029325
0.063119,-1.18,-0.069912,1.2739,0.073495,-0.15899,-0.03077
0.06709,-1.1803,-0.073415,1.2744,0.077434,-0.15395,-0.032202
0.071147,-1.1807,-0.076929,1.2751,0.081402,-0.14885,-0.033617
0.075288,-1.181,-0.080451,1.2758,0.085393,-0.14366,-0.035014
0.07951,-1.1812,-0.08398,1.2767,0.089406,-0.1384,-0.03639
0.083813,-1.1814,-0.087513,1.2776,0.093436,-0.13306,-0.037744
0.088194,-1.1816,-0.091049,1.2787,0.097483,-0.12765,-0.039074
0.092652,-1.1817,-0.094586,1.2799,0.10154,-0.12216,-0.040378
0.097187,-1.1818,-0.098123,1.2811,0.10561,-0.11659,-0.041655
0.1018,-1.1818,-0.10166,1.2825,0.10969,-0.11094,-0.042902
0.10648,-1.1818,-0.10519,1.284,0.11378,-0.10521,-0.044119
0.11123,-1.1817,-0.10872,1.2856,0.11787,-0.099404,-0.045304
0.11606,-1.1817,-0.11224,1.2873,0.12196,-0.093511,-0.046455
0.12096,-1.1815,-0.11576,1.2891,0.12605,-0.087535,-0.047572
0.12592,-1.1814,-0.11927,1.2911,0.13014,-0.081473,-0.048654
