0,0,0
-7.7876e-05,0.00027755,0.00077764
-0.00021531,0.00097001,0.0027694
-0.00031683,0.0019046,0.0055661
-0.00033497,0.0029487,0.008868
-0.00025418,0.0040008,0.012457
0.00012631,0.0030867,0.0098835
0.00010651,0.0022568,0.0078647
-0.00021266,0.0015094,0.0062685
-0.00075546,0.00083991,0.0049976
-0.0014167,0.00017526,0.0036218
-0.0022452,-0.00035309,0.0025093
-0.0031935,-0.00076035,0.0016396
-0.0042264,-0.001063,0.00099045
-0.0053178,-0.0012777,0.00053873
-0.0062256,-0.0015692,0.00024592
-0.0071883,-0.0018065,9.8525e-05
-0.0081931,-0.0020033,7.2688e-05
-0.0092304,-0.0021715,0.00014651
-0.010293,-0.0023213,0.00030017
-0.011347,-0.0023675,0.00047271
-0.012409,-0.0024276,0.00067869
-0.013476,-0.0025051,0.00090796
-0.014551,-0.0026031,0.0011517
-0.015633,-0.0027246,0.0014024
-0.017109,-0.0028655,0.0017809
-0.018535,-0.0030319,0.0021569
-0.019918,-0.003226,0.0025209
-0.021265,-0.0034497,0.0028665
-0.022583,-0.0037049,0.0031895
-0.025257,-0.0038118,0.0041775
-0.027826,-0.0039678,0.0051957
-0.030293,-0.0041705,0.006228
-0.032667,-0.0044182,0.0072647
-0.034958,-0.0047095,0.0083005
-0.037069,-0.0050216,0.0092428
-0.039136,-0.0053807,0.010184
-0.041167,-0.0057861,0.011127
-0.043173,-0.0062376,0.012075
-0.04516,-0.0067354,0.01303
-0.046989,-0.0072741,0.013866
-0.048835,-0.0078647,0.014723
-0.050702,-0.0085076,0.015604
-0.052592,-0.0092035,0.016513
-0.054508,-0.0099535,0.017454
-0.05625,-0.010757,0.018215
-0.058056,-0.011627,0.01903
-0.059921,-0.012563,0.0199
-0.061845,-0.013566,0.020829
-0.063824,-0.014635,0.021819
-0.065591,-0.015733,0.022566
-0.067454,-0.016923,0.023406
-0.069405,-0.018202,0.024338
-0.071436,-0.019569,0.025361
-0.073541,-0.021023,0.026475
-0.075371,-0.022445,0.027274
-0.077323,-0.023993,0.028207
-0.079382,-0.025659,0.029268
-0.081537,-0.027437,0.030454
-0.083776,-0.029324,0.031761
-0.085754,-0.03149,0.03287
-0.087862,-0.033762,0.034142
-0.090081,-0.036138,0.035572
-0.092397,-0.038614,0.037159
-0.094794,-0.041191,0.038898
-0.096789,-0.043866,0.040276
-0.09892,-0.046666,0.041856
-0.10116,-0.049587,0.043633
-0.1035,-0.052622,0.045599
-0.10591,-0.055766,0.047752
-0.10775,-0.058911,0.04938
-0.10974,-0.062205,0.051268
-0.11185,-0.065637,0.053402
-0.11405,-0.069193,0.055769
-0.1163,-0.072862,0.058362
-0.11782,-0.076412,0.060266
-0.11949,-0.080128,0.062491
-0.12127,-0.083985,0.065013
-0.12314,-0.087963,0.067815
-0.12506,-0.092044,0.070881
-0.12609,-0.09585,0.073045
-0.12728,-0.099823,0.075599
-0.12858,-0.10393,0.07851
-0.12995,-0.10813,0.081747
-0.13135,-0.11241,0.085289
-0.13182,-0.11622,0.087755
-0.13243,-0.12018,0.090677
-0.13314,-0.12424,0.094009
-0.13389,-0.12834,0.09771
-0.13465,-0.13245,0.10175
-0.13438,-0.13588,0.10451
-0.13426,-0.1394,0.1078
-0.13424,-0.14296,0.11156
-0.13426,-0.14648,0.11574
-0.13428,-0.14992,0.12028
-0.13321,-0.15234,0.12337
-0.13232,-0.15479,0.12705
-0.13154,-0.15717,0.13125
-0.13083,-0.15942,0.1359
-0.13013,-0.16147,0.14095
-0.12855,-0.16223,0.14429
-0.12714,-0.1629,0.14829
-0.12587,-0.16338,0.15285
-0.12468,-0.16359,0.15789
-0.12355,-0.16345,0.16336
-0.12165,-0.16179,0.16696
-0.12,-0.15989,0.17126
-0.11854,-0.15766,0.17616
-0.11725,-0.15499,0.18155
-0.11609,-0.1518,0.18737
-0.1144,-0.14679,0.19101
-0.11305,-0.14142,0.19542
-0.11202,-0.13557,0.20045
-0.11127,-0.12915,0.20599
-0.11079,-0.12206,0.21195
-0.1101,-0.11326,0.21558
-0.10989,-0.10396,0.21997
-0.11012,-0.094039,0.22498
-0.1108,-0.083414,0.23047
-0.11192,-0.072016,0.23632
-0.11315,-0.058608,0.23888
-0.11505,-0.044706,0.24235
-0.11757,-0.030208,0.24649
-0.12073,-0.015045,0.25115
-0.12452,0.00083044,0.25616
-0.12876,0.017973,0.25855
-0.13379,0.035625,0.26163
-0.13959,0.053826,0.26518
-0.14616,0.072583,0.26903
-0.15352,0.091879,0.27302
-0.16155,0.11178,0.27433
-0.17047,0.13196,0.27612
-0.18026,0.15239,0.27817
-0.19094,0.17298,0.28031
-0.20248,0.19365,0.28239
-0.21468,0.21386,0.28128
-0.22781,0.23382,0.28052
-0.24184,0.25338,0.2799
-0.25673,0.27239,0.27923
-0.27244,0.29067,0.27839
-0.28827,0.30682,0.27388
-0.30496,0.32191,0.26972
-0.32242,0.33575,0.26569
-0.34057,0.34809,0.26166
-0.35932,0.35869,0.25749
-0.37742,0.3657,0.24991
-0.39612,0.37071,0.24273
-0.41528,0.37347,0.2358
-0.43476,0.37373,0.22903
-0.45443,0.37124,0.22235
-0.47327,0.36391,0.21262
-0.49201,0.35376,0.20361
-0.5105,0.3406,0.19524
-0.52857,0.32432,0.18745
-0.54607,0.30483,0.18024
-0.56172,0.2804,0.17165
-0.57668,0.25313,0.16421
-0.59077,0.22303,0.15791
-0.60382,0.19023,0.15273
-0.61568,0.15487,0.1487
-0.62522,0.11605,0.14473
-0.63348,0.075506,0.14232
-0.64034,0.033515,0.14145
-0.64566,-0.009565,0.1421
-0.64935,-0.053332,0.14425
-0.65025,-0.098013,0.14741
-0.64955,-0.14224,0.15221
-0.6472,-0.18558,0.15858
-0.64315,-0.22758,0.16642
-0.63737,-0.26778,0.17562
-0.62904,-0.30502,0.1858
-0.61918,-0.33972,0.19718
-0.60782,-0.37148,0.20959
-0.595,-0.39993,0.22289
-0.58081,-0.42477,0.23692
-0.56453,-0.44453,0.25105
-0.54725,-0.46049,0.26566
-0.52909,-0.47245,0.2806
-0.51016,-0.48029,0.2957
-0.49062,-0.48396,0.3108
-0.46992,-0.48055,0.32299
-0.4491,-0.4739,0.33533
-0.4283,-0.46392,0.34764
-0.40765,-0.45061,0.35976
-0.3873,-0.43404,0.37155
-0.36664,-0.41287,0.38076
-0.34677,-0.38925,0.38983
-0.3278,-0.36328,0.39863
-0.30982,-0.33513,0.40705
-0.29294,-0.30499,0.41499
-0.27682,-0.27202,0.41847
-0.26208,-0.23807,0.42213
-0.24879,-0.20325,0.42579
-0.23698,-0.16771,0.42932
-0.2267,-0.13163,0.43262
-0.21752,-0.094955,0.43074
-0.21,-0.058529,0.42952
-0.20413,-0.022445,0.42874
-0.1999,0.013181,0.42821
-0.19726,0.048213,0.42778
-0.19555,0.082247,0.42206
-0.19551,0.11513,0.41745
-0.19705,0.14682,0.41364
-0.20008,0.17725,0.41039
-0.20452,0.20633,0.4075
-0.20957,0.2331,0.39934
-0.21599,0.25825,0.39257
-0.22364,0.28176,0.38681
-0.23239,0.30362,0.38177
-0.24212,0.32379,0.37721
-0.2519,0.34037,0.36662
-0.26256,0.35526,0.35775
-0.27395,0.36848,0.3501
-0.28591,0.38002,0.34333
-0.29829,0.3899,0.33712
-0.31024,0.39592,0.32631
-0.32251,0.40058,0.31709
-0.33495,0.40389,0.30899
-0.34741,0.40584,0.30165
-0.35976,0.40645,0.2948
-0.37141,0.4037,0.28505
-0.38285,0.39996,0.27637
-0.39396,0.39524,0.26842
-0.40463,0.38956,0.26093
-0.41477,0.38292,0.25371
-0.42359,0.37261,0.24322
-0.43193,0.36195,0.23383
-0.43971,0.35092,0.2252
-0.44685,0.33949,0.21707
-0.4533,0.32766,0.20928
-0.45875,0.31328,0.19986
-0.46359,0.29896,0.19125
-0.46778,0.28463,0.18322
-0.47131,0.27027,0.17561
-0.47419,0.25586,0.16831
-0.47602,0.23913,0.15968
-0.47742,0.22283,0.1519
-0.4784,0.20686,0.1448
-0.47897,0.19116,0.13825
-0.47916,0.17567,0.13218
-0.4755,0.15878,0.12397
-0.47227,0.14243,0.11675
-0.46941,0.12645,0.1104
-0.4669,0.11073,0.10482
-0.46474,0.095146,0.099966
-0.46292,0.078745,0.095587
-0.46152,0.062557,0.092095
-0.4605,0.046479,0.089414
-0.45985,0.030425,0.087491
-0.45954,0.014329,0.086294
-0.45752,-0.0025053,0.084693
-0.45632,-0.019368,0.084066
-0.45582,-0.036326,0.084347
-0.45594,-0.053425,0.085483
-0.4566,-0.070696,0.087432
-0.45618,-0.088708,0.089508
-0.45647,-0.10683,0.092504
-0.45731,-0.12509,0.09635
-0.45859,-0.14345,0.10099
-0.46016,-0.16192,0.10637
-0.46041,-0.18041,0.11155
-0.46102,-0.19899,0.11752
-0.46182,-0.21758,0.12419
-0.46267,-0.23611,0.13151
-0.46343,-0.2545,0.13943
-0.46358,-0.27232,0.14747
-0.46343,-0.28993,0.15605
-0.4629,-0.30723,0.16513
-0.46191,-0.32411,0.17467
-0.46038,-0.34047,0.18462
-0.46009,-0.35649,0.19516
-0.45857,-0.37174,0.20584
-0.45591,-0.38608,0.21667
-0.45216,-0.39942,0.22763
-0.44737,-0.41163,0.23869
-0.43818,-0.42163,0.24673
-0.42873,-0.43053,0.25525
-0.41901,-0.43818,0.2642
-0.409,-0.44447,0.27348
-0.3987,-0.44928,0.28304
-0.38484,-0.45079,0.28902
-0.37145,-0.45098,0.29577
-0.35847,-0.4497,0.30316
-0.34584,-0.44682,0.31104
-0.33354,-0.44222,0.31931
-0.31893,-0.43421,0.32459
-0.30531,-0.42464,0.33065
-0.29259,-0.41343,0.33734
-0.28073,-0.40046,0.34449
-0.2697,-0.38568,0.35198
-0.25751,-0.36708,0.35591
-0.24674,-0.34704,0.36069
-0.23734,-0.32548,0.3661
-0.22926,-0.30232,0.37197
-0.22246,-0.27754,0.37813
-0.21564,-0.24938,0.38062
-0.21054,-0.22012,0.38389
-0.20711,-0.18971,0.38771
-0.20528,-0.15815,0.39185
-0.20503,-0.12547,0.39614
-0.2055,-0.090685,0.3963
-0.20782,-0.055383,0.39715
-0.2119,-0.019597,0.39843
-0.21767,0.016594,0.39988
-0.22506,0.053074,0.40131
-0.23358,0.089951,0.39963
-0.24376,0.12652,0.3982
-0.2555,0.16262,0.3968
-0.2687,0.19805,0.39522
-0.28325,0.23261,0.3933
-0.29844,0.26537,0.38572
-0.31497,0.29647,0.37869
-0.33267,0.32571,0.37189
-0.35136,0.35287,0.36507
-0.37086,0.37768,0.35804
-0.39076,0.39956,0.34918
-0.41117,0.41853,0.3402
-0.43191,0.43436,0.33097
-0.45279,0.44681,0.32144
-0.47362,0.45564,0.31156
-0.49325,0.45856,0.29787
-0.51263,0.45772,0.28471
-0.53157,0.45298,0.27198
-0.54986,0.44428,0.25963
-0.56732,0.43155,0.24765
-0.58334,0.41288,0.23353
-0.59829,0.39052,0.22052
-0.612,0.36459,0.20858
-0.62431,0.33526,0.19766
-0.6351,0.30275,0.18779
-0.64764,0.27005,0.1803
-0.65796,0.23425,0.17369
-0.66605,0.19582,0.16801
-0.67188,0.15525,0.16333
-0.67546,0.11307,0.15972
-0.67591,0.06863,0.15634
-0.67438,0.024053,0.15442
-0.6709,-0.02016,0.15387
-0.66551,-0.063514,0.15461
-0.65828,-0.10553,0.15654
-0.64807,-0.14784,0.15911
-0.63644,-0.18738,0.16298
-0.62345,-0.22387,0.16792
-0.60918,-0.25709,0.17376
-0.59372,-0.28686,0.1803
-0.57598,-0.31335,0.18714
-0.55756,-0.33601,0.1945
