0.048,0.08,0.11
0.015179,0.044134,0.051634
-0.013546,0.012506,0.00084109
-0.038649,-0.01549,-0.043228
-0.060562,-0.040383,-0.081336
-0.079674,-0.062635,-0.11417
-0.096332,-0.082653,-0.14235
-0.11085,-0.10079,-0.16642
-0.1235,-0.11736,-0.18688
-0.13453,-0.13264,-0.20416
-0.14415,-0.14685,-0.21868
-0.15257,-0.16022,-0.23077
-0.15994,-0.17292,-0.24074
-0.16642,-0.18512,-0.24888
-0.17213,-0.19694,-0.25544
-0.17719,-0.20851,-0.26062
-0.1817,-0.21993,-0.26463
-0.18573,-0.2313,-0.26763
-0.18937,-0.24268,-0.26978
-0.19267,-0.25415,-0.2712
-0.1957,-0.26576,-0.27201
-0.19849,-0.27756,-0.27232
-0.20109,-0.28958,-0.27221
-0.20352,-0.30187,-0.27175
-0.20582,-0.31443,-0.27102
-0.20801,-0.32731,-0.27006
-0.2101,-0.3405,-0.26894
-0.21212,-0.35403,-0.26768
-0.21408,-0.3679,-0.26633
-0.21597,-0.38212,-0.26492
-0.21782,-0.39668,-0.26347
-0.21963,-0.41159,-0.262
-0.2214,-0.42684,-0.26053
-0.22313,-0.44242,-0.25907
-0.22482,-0.45833,-0.25763
-0.22648,-0.47455,-0.25623
-0.22811,-0.49108,-0.25485
-0.2297,-0.50789,-0.25352
-0.23125,-0.52498,-0.25223
-0.23275,-0.54233,-0.25098
-0.23422,-0.55992,-0.24977
-0.23564,-0.57774,-0.24861
-0.237,-0.59575,-0.24748
-0.23832,-0.61394,-0.24638
-0.23957,-0.6323,-0.24531
-0.24077,-0.65079,-0.24427
-0.2419,-0.66939,-0.24325
-0.24296,-0.68808,-0.24224
-0.24394,-0.70683,-0.24124
-0.24485,-0.72561,-0.24025
-0.24567,-0.74441,-0.23925
-0.2464,-0.76318,-0.23824
-0.24705,-0.78191,-0.23721
-0.24759,-0.80057,-0.23616
-0.24804,-0.81912,-0.23508
-0.24838,-0.83753,-0.23396
-0.2486,-0.85578,-0.23279
-0.24871,-0.87382,-0.23157
-0.2487,-0.89165,-0.23028
-0.24856,-0.90921,-0.22893
-0.24829,-0.92647,-0.2275
-0.24788,-0.94341,-0.22598
-0.24732,-0.95999,-0.22437
-0.24662,-0.97618,-0.22265
-0.24576,-0.99194,-0.22082
-0.24474,-1.0072,-0.21887
-0.24355,-1.0221,-0.21679
-0.24219,-1.0363,-0.21456
-0.24065,-1.0501,-0.21219
-0.23892,-1.0632,-0.20965
-0.237,-1.0757,-0.20694
-0.23488,-1.0875,-0.20405
-0.23255,-1.0986,-0.20096
-0.23001,-1.109,-0.19767
-0.22725,-1.1186,-0.19416
-0.22426,-1.1275,-0.19043
-0.22104,-1.1355,-0.18646
-0.21758,-1.1426,-0.18224
-0.21388,-1.1489,-0.17776
-0.20993,-1.1542,-0.173
-0.20572,-1.1586,-0.16797
-0.20126,-1.162,-0.16264
-0.19654,-1.1644,-0.15701
-0.19156,-1.1658,-0.15108
-0.1863,-1.1661,-0.14482
-0.18079,-1.1653,-0.13825
-0.17501,-1.1634,-0.13134
-0.16897,-1.1604,-0.12411
-0.16268,-1.1562,-0.11654
-0.15613,-1.1509,-0.10865
-0.14935,-1.1444,-0.10042
-0.14233,-1.1367,-0.091884
-0.1351,-1.1278,-0.083036
-0.12768,-1.1176,-0.073895
-0.12007,-1.1062,-0.064478
-0.11231,-1.0936,-0.054809
-0.10441,-1.0797,-0.044916
-0.096426,-1.0645,-0.034831
-0.088373,-1.048,-0.024594
-0.080296,-1.0303,-0.014248
-0.072236,-1.0112,-0.0038448
-0.064242,-0.99087,0.006559
-0.056363,-0.96922,0.0169
-0.048656,-0.94624,0.027108
-0.041179,-0.92193,0.037106
-0.033995,-0.89629,0.046812
-0.02717,-0.86929,0.056137
-0.020771,-0.84092,0.064987
-0.014868,-0.81117,0.073264
-0.0095329,-0.78002,0.080867
-0.0048344,-0.74744,0.087689
-0.00084185,-0.7134,0.093628
0.0023791,-0.67789,0.098578
0.0047674,-0.64088,0.10244
0.0062682,-0.60233,0.10512
0.0068345,-0.56221,0.10652
0.0064294,-0.52051,0.10657
0.0050272,-0.47718,0.10521
0.0026157,-0.43221,0.10238
-0.00080333,-0.38558,0.098056
-0.0052123,-0.33728,0.092224
-0.010578,-0.28731,0.084897
-0.016849,-0.23569,0.076108
-0.023962,-0.18244,0.065916
-0.031835,-0.12759,0.054401
-0.040375,-0.07121,0.04167
-0.049477,-0.013367,0.027847
-0.059026,0.045848,0.013077
-0.068904,0.10633,-0.0024791
-0.078988,0.16796,-0.01865
-0.089157,0.23059,-0.035256
-0.099292,0.29408,-0.052114
-0.10928,0.35827,-0.06904
-0.11902,0.42299,-0.085857
-0.12843,0.48806,-0.1024
-0.13741,0.55331,-0.1185
-0.14591,0.61857,-0.13402
-0.15387,0.68365,-0.14884
-0.16126,0.74839,-0.16285
-0.16805,0.81262,-0.17595
-0.17423,0.87618,-0.18808
-0.1798,0.93892,-0.19918
-0.18476,1.0007,-0.20921
-0.18914,1.0614,-0.21816
-0.19296,1.1208,-0.22602
-0.19625,1.1789,-0.2328
-0.19904,1.2356,-0.23851
-0.20136,1.2907,-0.24318
-0.20325,1.3441,-0.24684
-0.20475,1.3958,-0.24953
-0.20589,1.4457,-0.2513
-0.2067,1.4936,-0.25218
-0.20722,1.5395,-0.25223
-0.20747,1.5833,-0.25148
-0.20747,1.625,-0.24998
-0.20726,1.6644,-0.24777
-0.20684,1.7015,-0.24489
-0.20623,1.7362,-0.24137
-0.20545,1.7685,-0.23725
-0.20449,1.7982,-0.23254
-0.20337,1.8253,-0.22728
-0.20209,1.8496,-0.22148
-0.20064,1.8712,-0.21516
-0.19903,1.89,-0.20832
-0.19724,1.9059,-0.20097
-0.19527,1.9187,-0.19312
-0.1931,1.9285,-0.18475
-0.19073,1.9352,-0.17587
-0.18814,1.9386,-0.16646
-0.1853,1.9388,-0.15652
-0.18222,1.9356,-0.14603
-0.17886,1.9291,-0.13497
-0.1752,1.919,-0.12332
-0.17123,1.9055,-0.11107
-0.16691,1.8884,-0.098197
-0.16224,1.8677,-0.084681
-0.15718,1.8434,-0.070506
-0.15171,1.8153,-0.055657
-0.14581,1.7836,-0.040123
-0.13946,1.7481,-0.023896
-0.13264,1.7089,-0.0069749
-0.12533,1.6659,0.010634
-0.11751,1.6192,0.028917
-0.10917,1.5688,0.047851
-0.10031,1.5147,0.067402
-0.090925,1.457,0.087524
-0.081017,1.3956,0.10816
-0.070596,1.3308,0.12923
-0.05968,1.2625,0.15067
-0.048293,1.1908,0.17236
-0.036466,1.1159,0.1942
-0.024238,1.0379,0.21606
-0.011655,0.95689,0.23783
0.0012311,0.873,0.25936
0.014364,0.78639,0.2805
0.027684,0.69722,0.30112
0.041126,0.60565,0.32107
0.054628,0.51186,0.34022
0.068126,0.41602,0.35843
0.081559,0.31831,0.3756
0.094873,0.21892,0.39162
0.10801,0.11806,0.4064
0.12094,0.015912,0.41987
0.13361,-0.087309,0.432
0.146,-0.1914,0.44276
0.15808,-0.29613,0.45213
0.16984,-0.40131,0.46013
0.18127,-0.5067,0.46681
0.19237,-0.61209,0.47219
0.20314,-0.71725,0.47636
0.21359,-0.82198,0.47938
0.22373,-0.92607,0.48133
0.23358,-1.0293,0.48232
0.24315,-1.1315,0.48243
0.25246,-1.2324,0.48177
0.26154,-1.3319,0.48043
0.27039,-1.4299,0.4785
0.27904,-1.5261,0.47608
0.28751,-1.6204,0.47324
0.29582,-1.7126,0.47007
0.30399,-1.8028,0.46664
0.31202,-1.8907,0.46301
0.31994,-1.9762,0.45923
0.32775,-2.0592,0.45536
0.33547,-2.1397,0.45142
0.34311,-2.2176,0.44747
0.35067,-2.2928,0.44352
0.35815,-2.3652,0.4396
0.36555,-2.4347,0.43572
0.37289,-2.5014,0.43191
0.38014,-2.565,0.42817
0.38731,-2.6257,0.42451
0.39438,-2.6832,0.42094
0.40136,-2.7376,0.41748
0.40824,-2.7887,0.41413
0.415,-2.8366,0.41089
0.42163,-2.8811,0.40779
0.42814,-2.9223,0.40482
0.4345,-2.9601,0.402
0.4407,-2.9943,0.39934
0.44675,-3.0251,0.39685
0.45264,-3.0523,0.39455
0.45835,-3.0758,0.39246
0.46389,-3.0957,0.39059
0.46925,-3.1119,0.38895
0.47442,-3.1245,0.38757
0.47942,-3.1332,0.38645
0.48422,-3.1383,0.38562
0.48884,-3.1395,0.38509
0.49328,-3.137,0.38486
0.49752,-3.1307,0.38496
0.50159,-3.1206,0.38539
0.50546,-3.1068,0.38615
0.50914,-3.0893,0.38726
0.51263,-3.068,0.38871
0.51593,-3.0431,0.39051
0.51902,-3.0145,0.39265
0.52191,-2.9824,0.39512
0.52458,-2.9467,0.39792
0.52703,-2.9076,0.40102
0.52924,-2.8651,0.40443
0.53121,-2.8192,0.40811
0.53291,-2.7701,0.41205
0.53433,-2.7179,0.41622
0.53545,-2.6626,0.42061
0.53625,-2.6044,0.42517
0.53672,-2.5433,0.42989
0.53683,-2.4794,0.43472
0.53655,-2.4129,0.43965
0.53587,-2.3439,0.44464
0.53476,-2.2724,0.44965
0.5332,-2.1986,0.45465
0.53116,-2.1227,0.45961
0.52862,-2.0447,0.4645
0.52556,-1.9647,0.46928
0.52197,-1.8829,0.47393
0.5178,-1.7994,0.47841
0.51306,-1.7143,0.48269
0.50773,-1.6278,0.48675
0.50179,-1.5399,0.49056
0.49523,-1.4508,0.4941
0.48804,-1.3607,0.49734
0.48022,-1.2696,0.50025
0.47177,-1.1776,0.50282
0.4627,-1.085,0.50504
0.453,-0.99183,0.50688
0.44269,-0.89821,0.50833
0.43179,-0.80429,0.50937
0.42031,-0.71021,0.51
0.40829,-0.61611,0.51021
0.39574,-0.52212,0.50999
0.38271,-0.42838,0.50934
0.36922,-0.33504,0.50824
0.35533,-0.24224,0.50672
0.34107,-0.15013,0.50477
0.3265,-0.05884,0.50239
0.31167,0.031473,0.4996
0.29663,0.12067,0.49641
0.28144,0.20859,0.49283
0.26616,0.29511,0.48889
0.25084,0.38008,0.48461
0.23556,0.46335,0.48002
0.22036,0.54479,0.47514
0.20532,0.62427,0.47002
0.19048,0.70164,0.46467
0.17591,0.77679,0.45915
0.16166,0.84958,0.45349
0.14779,0.91991,0.44773
0.13435,0.98765,0.44192
0.12138,1.0527,0.4361
0.10893,1.115,0.43032
0.09704,1.1743,0.42462
0.085749,1.2308,0.41905
0.07509,1.2841,0.41365
0.06509,1.3343,0.40846
0.055777,1.3814,0.40352
0.04717,1.4252,0.39888
0.039288,1.4656,0.39457
0.032144,1.5028,0.39063
0.025748,1.5366,0.38708
0.020108,1.5669,0.38395
0.015226,1.5939,0.38128
0.011103,1.6174,0.37907
0.0077372,1.6375,0.37736
0.0051226,1.6542,0.37616
0.0032525,1.6675,0.37548
0.0021175,1.6774,0.37532
0.0017063,1.6839,0.37571
0.0020062,1.6871,0.37663
0.0030027,1.687,0.3781
0.0046806,1.6837,0.38011
0.0070231,1.6772,0.38265
0.010013,1.6677,0.38572
0.013632,1.6551,0.3893
0.017861,1.6395,0.3934
0.022682,1.6211,0.39799
0.028074,1.5999,0.40306
0.034019,1.576,0.40859
0.040495,1.5495,0.41457
0.047483,1.5205,0.42097
0.054963,1.4891,0.42777
0.062915,1.4555,0.43496
0.071318,1.4197,0.4425
0.080153,1.3818,0.45038
