0.23806,-0.66752,0.094148,1.6248,0.0014457,-0.34511,0
0.23806,-0.66752,0.094148,1.6248,0.0014457,-0.34511,0
0.23827,-0.66764,0.093789,1.6248,0.0016436,-0.34425,-0.00015171
0.23868,-0.66785,0.093105,1.6247,0.0020244,-0.34262,-0.0004439
0.23927,-0.66812,0.092128,1.6246,0.0025738,-0.34032,-0.00086568
0.24003,-0.66846,0.090886,1.6244,0.0032784,-0.33742,-0.0014066
0.24095,-0.66883,0.089405,1.6243,0.0041258,-0.334,-0.0020565
0.24201,-0.66924,0.087708,1.6243,0.0051042,-0.33011,-0.0028058
0.24322,-0.66966,0.085816,1.6242,0.0062025,-0.3258,-0.0036452
0.24455,-0.67008,0.083747,1.6242,0.0074104,-0.3211,-0.0045661
0.24599,-0.67051,0.081519,1.6242,0.0087183,-0.31605,-0.0055601
0.24756,-0.67093,0.079147,1.6243,0.010117,-0.31068,-0.0066194
0.24922,-0.67134,0.076645,1.6245,0.011599,-0.30501,-0.0077365
0.25098,-0.67174,0.074025,1.6247,0.013155,-0.29907,-0.0089043
0.25284,-0.67212,0.071299,1.6249,0.014779,-0.29287,-0.010116
0.25477,-0.67248,0.068477,1.6252,0.016464,-0.28641,-0.011366
0.2568,-0.67281,0.065569,1.6256,0.018202,-0.27973,-0.012648
0.25889,-0.67313,0.062583,1.6261,0.01999,-0.27281,-0.013957
0.26106,-0.67342,0.059527,1.6266,0.02182,-0.26567,-0.015286
0.2633,-0.67369,0.056409,1.6272,0.023689,-0.25832,-0.016633
0.2656,-0.67394,0.053233,1.6278,0.02559,-0.25076,-0.01799
0.26797,-0.67416,0.050008,1.6285,0.027521,-0.24299,-0.019356
0.2704,-0.67437,0.046737,1.6293,0.029476,-0.23501,-0.020724
0.27288,-0.67455,0.043426,1.6301,0.031451,-0.22682,-0.022092
0.27542,-0.67472,0.040079,1.6309,0.033444,-0.21843,-0.023455
0.27802,-0.67488,0.036702,1.6319,0.035451,-0.20983,-0.024811
0.28066,-0.67502,0.033297,1.6328,0.037468,-0.20102,-0.026155
0.28336,-0.67515,0.029868,1.6339,0.039493,-0.192,-0.027485
0.28611,-0.67527,0.026419,1.6349,0.041522,-0.18277,-0.028797
0.2889,-0.67539,0.022953,1.636,0.043554,-0.17332,-0.030089
0.29174,-0.6755,0.019472,1.6372,0.045586,-0.16366,-0.031358
0.29463,-0.67561,0.01598,1.6384,0.047614,-0.15377,-0.032601
0.29757,-0.67573,0.012479,1.6396,0.049638,-0.14366,-0.033815
0.30055,-0.67585,0.0089716,1.6408,0.051654,-0.13332,-0.034998
0.30358,-0.67598,0.0054595,1.6421,0.053662,-0.12274,-0.036148
0.30665,-0.67612,0.0019453,1.6434,0.055658,-0.11193,-0.037262
0.30976,-0.67627,-0.0015692,1.6447,0.057641,-0.10088,-0.038337
0.31293,-0.67645,-0.0050821,1.646,0.059609,-0.089586,-0.039371
0.31613,-0.67664,-0.0085915,1.6474,0.06156,-0.078039,-0.040362
0.31938,-0.67686,-0.012096,1.6487,0.063493,-0.066238,-0.041308
0.32267,-0.67711,-0.015594,1.6501,0.065406,-0.054177,-0.042206
0.32601,-0.67739,-0.019083,1.6514,0.067297,-0.041852,-0.043055
